height,weight,chest_circ,tshirt_size,color
1735,737,92.1,Small,red
1670,725,100.3,Medium,blue
1678,816,103.5,Large,lawngreen
1604,570,86.3,Extra Small,yellow
1631,660,93.9,Small,red
1684,804,98.0,Medium,blue
1715,852,103.0,Large,lawngreen
1635,662,103.5,Large,lawngreen
1666,706,93.3,Small,red
1705,577,86.0,Extra Small,yellow
1629,526,87.3,Extra Small,yellow
1718,808,97.6,Medium,blue
1626,834,100.3,Medium,blue
1616,750,95.1,Medium,blue
1602,619,92.4,Small,red
1667,675,96.6,Medium,blue
1645,702,102.2,Large,lawngreen
1670,659,94.7,Small,red
1621,712,94.1,Small,red
1721,1028,106.6,Large,lawngreen
1606,759,109.1,Large,lawngreen
1567,659,95.3,Medium,blue
1720,644,90.4,Small,red
1639,689,90.0,Small,red
1730,863,101.3,Medium,blue
1682,949,114.7,X-Large,green
1720,630,87.4,Extra Small,yellow
1783,1069,121.4,X-Large,green
1641,639,89.3,Extra Small,yellow
1568,683,90.2,Small,red
1640,630,94.0,Small,red
1556,718,98.9,Medium,blue
1647,874,103.3,Large,lawngreen
1630,752,99.5,Medium,blue
1587,852,115.4,X-Large,green
1627,827,117.2,X-Large,green
1638,559,87.0,Extra Small,yellow
1644,821,111.0,Large,lawngreen
1603,663,98.2,Medium,blue
1713,638,89.7,Extra Small,yellow
1721,799,96.6,Medium,blue
1573,589,83.8,2X-Small,pink
1619,761,99.6,Medium,blue
1524,672,100.6,Medium,blue
1605,541,88.2,Extra Small,yellow
1617,697,103.5,Large,lawngreen
1601,616,89.5,Extra Small,yellow
1703,852,105.3,Large,lawngreen
1574,582,88.2,Extra Small,yellow
1596,742,103.6,Large,lawngreen
1602,609,87.6,Extra Small,yellow
1599,690,96.4,Medium,blue
1632,675,93.5,Small,red
1660,886,109.8,Large,lawngreen
1568,652,92.4,Small,red
1639,826,103.2,Large,lawngreen
1591,556,92.3,Small,red
1628,719,93.4,Small,red
1615,822,107.7,Large,lawngreen
1680,965,109.8,Large,lawngreen
1590,624,90.7,Small,red
1563,435,72.6,2X-Small,pink
1641,753,109.0,Large,lawngreen
1710,553,83.6,2X-Small,pink
1566,578,90.1,Small,red
1573,713,102.3,Large,lawngreen
1669,776,98.0,Medium,blue
1607,655,97.6,Medium,blue
1633,578,92.2,Small,red
1699,843,112.6,X-Large,green
1638,670,89.2,Extra Small,yellow
1634,764,100.0,Medium,blue
1660,663,86.4,Extra Small,yellow
1604,671,88.0,Extra Small,yellow
1693,706,98.0,Medium,blue
1595,636,93.6,Small,red
1694,646,88.2,Extra Small,yellow
1626,658,93.4,Small,red
1613,789,102.1,Large,lawngreen
1614,585,88.7,Extra Small,yellow
1630,589,90.0,Small,red
1716,785,103.5,Large,lawngreen
1510,676,101.3,Medium,blue
1639,862,110.0,Large,lawngreen
1576,605,98.1,Medium,blue
1677,950,109.5,Large,lawngreen
1669,649,98.5,Medium,blue
1592,616,88.4,Extra Small,yellow
1606,715,103.0,Large,lawngreen
1597,765,101.2,Medium,blue
1610,652,89.0,Extra Small,yellow
1811,773,87.8,Extra Small,yellow
1639,734,102.8,Large,lawngreen
1635,549,82.5,2X-Small,pink
1751,802,104.1,Large,lawngreen
1626,695,102.3,Large,lawngreen
1688,647,94.9,Small,red
1588,657,91.4,Small,red
1635,871,111.1,Large,lawngreen
1624,580,85.5,Extra Small,yellow
1634,796,101.5,Medium,blue
1749,761,92.9,Small,red
1646,576,92.5,Small,red
1600,870,112.9,X-Large,green
1600,766,100.8,Medium,blue
1517,548,84.5,Extra Small,yellow
1659,826,103.9,Large,lawngreen
1718,651,90.2,Small,red
1533,570,94.8,Small,red
1592,719,105.1,Large,lawngreen
1636,726,100.3,Medium,blue
1648,716,88.2,Extra Small,yellow
1669,832,105.6,Large,lawngreen
1655,604,96.5,Medium,blue
1770,764,93.2,Small,red
1752,934,105.1,Large,lawngreen
1741,573,85.0,Extra Small,yellow
1608,582,83.0,2X-Small,pink
1636,553,88.9,Extra Small,yellow
1555,698,100.5,Medium,blue
1573,640,92.5,Small,red
1623,590,84.4,Extra Small,yellow
1534,604,90.0,Small,red
1543,666,95.4,Medium,blue
1744,670,92.5,Small,red
1623,633,90.2,Small,red
1587,618,94.7,Small,red
1563,645,94.4,Small,red
1655,582,89.9,Extra Small,yellow
1612,796,103.3,Large,lawngreen
1636,609,90.0,Small,red
1709,823,99.6,Medium,blue
1547,567,90.6,Small,red
1657,510,89.6,Extra Small,yellow
1695,601,87.6,Extra Small,yellow
1720,716,95.5,Medium,blue
1587,681,91.2,Small,red
1676,940,116.0,X-Large,green
1726,686,84.4,Extra Small,yellow
1616,671,94.8,Small,red
1747,689,92.8,Small,red
1705,786,104.2,Large,lawngreen
1685,704,90.6,Small,red
1594,504,77.6,2X-Small,pink
1687,598,87.2,Extra Small,yellow
1700,760,100.5,Medium,blue
1658,780,105.5,Large,lawngreen
1562,712,100.6,Medium,blue
1658,665,95.3,Medium,blue
1688,735,93.5,Small,red
1524,544,89.5,Extra Small,yellow
1611,678,99.2,Medium,blue
1627,648,90.0,Small,red
1614,663,95.3,Medium,blue
1598,779,97.1,Medium,blue
1643,702,99.0,Medium,blue
1611,592,87.3,Extra Small,yellow
1520,563,85.2,Extra Small,yellow
1697,927,103.9,Large,lawngreen
1640,801,99.2,Medium,blue
1672,772,97.0,Medium,blue
1662,704,93.6,Small,red
1601,590,88.2,Extra Small,yellow
1580,640,97.8,Medium,blue
1676,842,99.7,Medium,blue
1536,546,82.2,2X-Small,pink
1561,715,93.2,Small,red
1475,575,90.3,Small,red
1532,522,79.8,2X-Small,pink
1646,725,95.7,Medium,blue
1657,517,85.4,Extra Small,yellow
1648,631,89.6,Extra Small,yellow
1586,537,80.4,2X-Small,pink
1609,597,90.0,Small,red
1562,607,94.4,Small,red
1507,577,87.5,Extra Small,yellow
1468,499,88.1,Extra Small,yellow
1636,687,92.6,Small,red
1585,680,102.1,Large,lawngreen
1607,632,91.9,Small,red
1657,776,98.9,Medium,blue
1606,638,96.1,Medium,blue
1705,783,99.4,Medium,blue
1605,602,83.6,2X-Small,pink
1666,771,94.4,Small,red
1635,617,89.6,Extra Small,yellow
1498,462,84.1,Extra Small,yellow
1619,591,86.3,Extra Small,yellow
1559,574,87.0,Extra Small,yellow
1639,621,90.2,Small,red
1574,618,91.4,Small,red
1530,518,82.4,2X-Small,pink
1552,631,88.1,Extra Small,yellow
1572,653,92.9,Small,red
1670,646,90.0,Small,red
1574,569,80.7,2X-Small,pink
1636,661,95.0,Medium,blue
1575,598,89.2,Extra Small,yellow
1676,533,85.2,Extra Small,yellow
1705,755,107.1,Large,lawngreen
1603,702,98.7,Medium,blue
1593,655,96.1,Medium,blue
1611,644,91.2,Small,red
1673,680,94.7,Small,red
1689,715,89.3,Extra Small,yellow
1529,499,83.7,2X-Small,pink
1602,523,88.2,Extra Small,yellow
1764,740,105.7,Large,lawngreen
1648,750,95.6,Medium,blue
1587,604,97.6,Medium,blue
1492,430,80.8,2X-Small,pink
1567,750,108.2,Large,lawngreen
1563,716,100.2,Medium,blue
1663,723,96.6,Medium,blue
1617,765,103.0,Large,lawngreen
1683,660,90.4,Small,red
1636,600,91.4,Small,red
1628,695,93.3,Small,red
1536,637,91.7,Small,red
1530,602,87.4,Extra Small,yellow
1678,815,102.2,Large,lawngreen
1682,773,95.6,Medium,blue
1585,537,85.0,Extra Small,yellow
1588,672,91.2,Small,red
1718,698,89.5,Extra Small,yellow
1655,809,102.1,Large,lawngreen
1705,722,89.3,Extra Small,yellow
1608,630,97.6,Medium,blue
1607,654,88.6,Extra Small,yellow
1490,484,84.7,Extra Small,yellow
1563,653,95.6,Medium,blue
1677,669,82.4,2X-Small,pink
1615,668,94.5,Small,red
1570,672,90.7,Small,red
1563,597,88.7,Extra Small,yellow
1627,658,92.9,Small,red
1743,657,86.3,Extra Small,yellow
1635,681,91.7,Small,red
1699,894,107.0,Large,lawngreen
1503,643,88.3,Extra Small,yellow
1637,857,110.3,Large,lawngreen
1544,560,85.4,Extra Small,yellow
1493,613,90.8,Small,red
1645,662,91.3,Small,red
1707,719,92.3,Small,red
1611,586,88.9,Extra Small,yellow
1543,576,84.5,Extra Small,yellow
1604,560,87.4,Extra Small,yellow
1588,616,85.1,Extra Small,yellow
1543,533,81.1,2X-Small,pink
1630,678,99.8,Medium,blue
1674,776,97.4,Medium,blue
1560,658,93.5,Small,red
1620,666,100.1,Medium,blue
1613,549,79.0,2X-Small,pink
1541,539,85.4,Extra Small,yellow
1595,814,105.6,Large,lawngreen
1600,611,92.3,Small,red
1690,777,94.2,Small,red
1612,725,93.0,Small,red
1559,664,94.5,Small,red
1678,806,103.7,Large,lawngreen
1608,522,83.6,2X-Small,pink
1559,478,79.0,2X-Small,pink
1683,845,104.0,Large,lawngreen
1586,685,98.5,Medium,blue
1646,646,93.2,Small,red
1656,679,90.8,Small,red
1515,509,82.0,2X-Small,pink
1754,745,95.3,Medium,blue
1699,670,93.4,Small,red
1573,573,96.9,Medium,blue
1657,597,84.1,Extra Small,yellow
1655,665,99.8,Medium,blue
1502,505,82.6,2X-Small,pink
1653,749,95.3,Medium,blue
1633,756,100.1,Medium,blue
1585,634,95.6,Medium,blue
1632,768,97.5,Medium,blue
1616,804,101.9,Medium,blue
1670,762,97.1,Medium,blue
1632,526,89.0,Extra Small,yellow
1648,653,83.4,2X-Small,pink
1576,726,104.6,Large,lawngreen
1606,557,92.0,Small,red
1652,599,86.9,Extra Small,yellow
1625,759,100.3,Medium,blue
1598,607,95.5,Medium,blue
1618,669,106.8,Large,lawngreen
1674,697,98.8,Medium,blue
1563,614,91.2,Small,red
1728,742,102.7,Large,lawngreen
1590,671,99.5,Medium,blue
1636,577,83.4,2X-Small,pink
1655,803,97.2,Medium,blue
1707,634,92.8,Small,red
1676,681,89.1,Extra Small,yellow
1633,734,99.8,Medium,blue
1607,672,98.3,Medium,blue
1618,662,91.9,Small,red
1708,703,91.6,Small,red
1735,709,92.0,Small,red
1715,586,85.5,Extra Small,yellow
1570,493,92.3,Small,red
1642,733,98.8,Medium,blue
1788,996,109.8,Large,lawngreen
1600,648,91.3,Small,red
1675,729,93.6,Small,red
1634,902,109.3,Large,lawngreen
1576,754,103.7,Large,lawngreen
1599,654,90.3,Small,red
1598,708,88.3,Extra Small,yellow
1548,647,98.6,Medium,blue
1607,631,92.0,Small,red
1686,666,90.4,Small,red
1640,667,86.5,Extra Small,yellow
1563,497,86.4,Extra Small,yellow
1591,558,84.8,Extra Small,yellow
1678,921,109.7,Large,lawngreen
1670,695,93.7,Small,red
1529,563,94.7,Small,red
1616,603,86.0,Extra Small,yellow
1620,647,95.9,Medium,blue
1510,642,94.5,Small,red
1626,701,102.2,Large,lawngreen
1600,583,85.9,Extra Small,yellow
1679,843,107.6,Large,lawngreen
1600,696,105.5,Large,lawngreen
1618,735,107.2,Large,lawngreen
1629,470,86.3,Extra Small,yellow
1651,608,90.1,Small,red
1596,515,79.1,2X-Small,pink
1654,717,98.3,Medium,blue
1776,889,103.5,Large,lawngreen
1546,532,84.5,Extra Small,yellow
1676,747,99.0,Medium,blue
1585,622,92.4,Small,red
1594,574,89.9,Extra Small,yellow
1629,565,87.0,Extra Small,yellow
1581,646,97.2,Medium,blue
1614,529,85.5,Extra Small,yellow
1559,648,94.7,Small,red
1697,751,96.7,Medium,blue
1674,740,102.6,Large,lawngreen
1692,758,101.8,Medium,blue
1615,554,84.9,Extra Small,yellow
1762,852,104.5,Large,lawngreen
1573,814,98.6,Medium,blue
1674,824,106.4,Large,lawngreen
1531,503,87.4,Extra Small,yellow
1505,607,96.4,Medium,blue
1700,692,85.8,Extra Small,yellow
1539,640,99.2,Medium,blue
1620,650,88.5,Extra Small,yellow
1712,580,82.8,2X-Small,pink
1554,601,92.7,Small,red
1598,601,82.1,2X-Small,pink
1612,664,96.8,Medium,blue
1707,703,85.7,Extra Small,yellow
1611,616,92.2,Small,red
1599,654,96.7,Medium,blue
1569,589,84.8,Extra Small,yellow
1663,524,86.4,Extra Small,yellow
1666,706,96.2,Medium,blue
1659,676,83.7,2X-Small,pink
1543,623,96.5,Medium,blue
1571,628,93.1,Small,red
1618,503,79.5,2X-Small,pink
1610,599,91.0,Small,red
1512,508,78.6,2X-Small,pink
1555,520,78.5,2X-Small,pink
1729,831,105.0,Large,lawngreen
1593,622,96.4,Medium,blue
1609,706,97.3,Medium,blue
1648,667,91.7,Small,red
1631,730,95.3,Medium,blue
1712,842,103.2,Large,lawngreen
1541,549,79.9,2X-Small,pink
1663,609,86.4,Extra Small,yellow
1614,670,99.0,Medium,blue
1598,711,100.6,Medium,blue
1617,655,95.1,Medium,blue
1658,771,99.9,Medium,blue
1642,668,93.5,Small,red
1698,707,90.5,Small,red
1648,757,104.5,Large,lawngreen
1756,857,99.0,Medium,blue
1651,678,92.2,Small,red
1634,630,89.3,Extra Small,yellow
1709,745,88.2,Extra Small,yellow
1686,564,82.8,2X-Small,pink
1645,721,100.9,Medium,blue
1565,646,92.5,Small,red
1537,444,80.5,2X-Small,pink
1511,591,91.8,Small,red
1649,696,94.1,Small,red
1458,445,80.8,2X-Small,pink
1759,726,89.3,Extra Small,yellow
1558,707,90.4,Small,red
1688,643,93.7,Small,red
1581,654,86.9,Extra Small,yellow
1583,626,90.2,Small,red
1643,736,92.6,Small,red
1752,853,103.1,Large,lawngreen
1600,750,94.8,Small,red
1618,797,108.6,Large,lawngreen
1710,837,105.3,Large,lawngreen
1585,590,83.8,2X-Small,pink
1595,512,84.0,Extra Small,yellow
1614,621,94.5,Small,red
1663,810,105.8,Large,lawngreen
1617,614,91.5,Small,red
1596,544,85.3,Extra Small,yellow
1602,603,87.5,Extra Small,yellow
1694,792,102.1,Large,lawngreen
1510,618,101.5,Medium,blue
1534,603,99.5,Medium,blue
1634,885,112.7,X-Large,green
1679,842,103.8,Large,lawngreen
1618,798,101.1,Medium,blue
1658,634,90.8,Small,red
1643,561,87.0,Extra Small,yellow
1652,774,99.2,Medium,blue
1615,730,98.8,Medium,blue
1674,850,102.2,Large,lawngreen
1527,643,99.5,Medium,blue
1518,505,87.7,Extra Small,yellow
1653,729,84.0,Extra Small,yellow
1659,835,103.5,Large,lawngreen
1570,463,80.7,2X-Small,pink
1570,802,106.3,Large,lawngreen
1653,951,115.3,X-Large,green
1712,582,81.5,2X-Small,pink
1519,703,99.9,Medium,blue
1702,1019,114.5,X-Large,green
1627,645,91.5,Small,red
1516,721,106.5,Large,lawngreen
1583,661,103.2,Large,lawngreen
1647,589,89.6,Extra Small,yellow
1594,528,83.7,2X-Small,pink
1617,623,91.3,Small,red
1674,896,118.8,X-Large,green
1605,833,103.0,Large,lawngreen
1649,916,113.9,X-Large,green
1603,677,86.9,Extra Small,yellow
1620,535,77.3,2X-Small,pink
1584,712,105.2,Large,lawngreen
1579,527,86.0,Extra Small,yellow
1608,721,104.5,Large,lawngreen
1656,589,93.2,Small,red
1639,731,95.3,Medium,blue
1630,620,85.4,Extra Small,yellow
1615,695,103.3,Large,lawngreen
1584,620,93.9,Small,red
1664,669,95.4,Medium,blue
1545,543,89.3,Extra Small,yellow
1688,648,86.7,Extra Small,yellow
1673,625,84.2,Extra Small,yellow
1647,643,86.6,Extra Small,yellow
1637,736,95.7,Medium,blue
1787,824,103.6,Large,lawngreen
1503,701,99.2,Medium,blue
1562,699,104.0,Large,lawngreen
1558,754,102.1,Large,lawngreen
1576,647,94.6,Small,red
1628,666,96.1,Medium,blue
1748,831,110.0,Large,lawngreen
1572,632,99.4,Medium,blue
1743,746,93.7,Small,red
1561,589,92.0,Small,red
1623,643,92.5,Small,red
1649,705,96.5,Medium,blue
1661,760,107.4,Large,lawngreen
1668,680,97.6,Medium,blue
1722,695,94.1,Small,red
1674,868,104.5,Large,lawngreen
1663,653,90.2,Small,red
1543,804,100.1,Medium,blue
1561,673,93.5,Small,red
1587,516,80.2,2X-Small,pink
1495,526,92.8,Small,red
1645,914,112.9,X-Large,green
1653,919,106.1,Large,lawngreen
1685,757,100.5,Medium,blue
1569,717,104.8,Large,lawngreen
1656,738,91.5,Small,red
1672,769,92.0,Small,red
1622,692,93.2,Small,red
1664,609,89.4,Extra Small,yellow
1636,596,85.4,Extra Small,yellow
1666,740,104.5,Large,lawngreen
1558,804,105.6,Large,lawngreen
1674,934,109.3,Large,lawngreen
1534,568,95.2,Medium,blue
1630,626,84.7,Extra Small,yellow
1671,738,100.5,Medium,blue
1789,808,96.8,Medium,blue
1553,624,85.2,Extra Small,yellow
1673,775,101.0,Medium,blue
1598,631,90.2,Small,red
1798,875,99.0,Medium,blue
1641,650,88.8,Extra Small,yellow
1718,650,84.8,Extra Small,yellow
1568,638,100.1,Medium,blue
1652,642,92.3,Small,red
1676,698,95.4,Medium,blue
1595,831,108.3,Large,lawngreen
1697,962,105.3,Large,lawngreen
1703,930,116.7,X-Large,green
1567,489,82.6,2X-Small,pink
1554,536,81.8,2X-Small,pink
1645,629,93.0,Small,red
1625,510,81.8,2X-Small,pink
1560,654,96.6,Medium,blue
1501,588,94.6,Small,red
1617,650,93.1,Small,red
1660,679,91.3,Small,red
1635,719,105.3,Large,lawngreen
1621,920,98.4,Medium,blue
1596,618,92.0,Small,red
1649,712,95.1,Medium,blue
1590,643,92.1,Small,red
1630,793,93.5,Small,red
1505,575,90.3,Small,red
1590,686,97.9,Medium,blue
1613,688,88.2,Extra Small,yellow
1620,778,98.1,Medium,blue
1687,765,105.3,Large,lawngreen
1613,590,88.7,Extra Small,yellow
1648,626,96.4,Medium,blue
1820,908,101.6,Medium,blue
1613,500,86.3,Extra Small,yellow
1719,688,97.8,Medium,blue
1543,567,92.6,Small,red
1674,622,91.3,Small,red
1662,707,98.1,Medium,blue
1612,685,94.5,Small,red
1605,571,83.6,2X-Small,pink
1560,846,111.2,Large,lawngreen
1664,618,81.4,2X-Small,pink
1662,672,94.3,Small,red
1620,692,92.4,Small,red
1567,469,76.4,2X-Small,pink
1689,674,87.3,Extra Small,yellow
1576,529,84.5,Extra Small,yellow
1596,644,86.1,Extra Small,yellow
1684,819,102.3,Large,lawngreen
1702,683,90.8,Small,red
1745,582,85.2,Extra Small,yellow
1599,532,86.1,Extra Small,yellow
1628,703,98.5,Medium,blue
1651,807,103.7,Large,lawngreen
1592,569,88.6,Extra Small,yellow
1587,504,89.7,Extra Small,yellow
1628,743,95.5,Medium,blue
1627,648,91.8,Small,red
1617,652,94.9,Small,red
1582,548,83.0,2X-Small,pink
1537,561,89.7,Extra Small,yellow
1629,663,91.6,Small,red
1640,577,90.0,Small,red
1675,790,93.4,Small,red
1592,671,99.6,Medium,blue
1633,691,102.0,Large,lawngreen
1733,773,91.9,Small,red
1610,622,89.3,Extra Small,yellow
1566,620,94.3,Small,red
1639,691,99.0,Medium,blue
1580,626,88.5,Extra Small,yellow
1557,587,87.3,Extra Small,yellow
1683,694,91.3,Small,red
1597,647,93.0,Small,red
1598,621,88.3,Extra Small,yellow
1613,698,95.6,Medium,blue
1649,656,83.5,2X-Small,pink
1672,602,84.7,Extra Small,yellow
1713,743,89.1,Extra Small,yellow
1641,744,103.2,Large,lawngreen
1612,633,92.8,Small,red
1596,621,89.2,Extra Small,yellow
1442,467,82.1,2X-Small,pink
1555,639,97.8,Medium,blue
1497,579,91.5,Small,red
1612,708,97.3,Medium,blue
1690,698,91.1,Small,red
1634,654,98.1,Medium,blue
1509,542,90.0,Small,red
1582,593,86.2,Extra Small,yellow
1465,497,90.9,Small,red
1545,526,91.3,Small,red
1475,480,82.5,2X-Small,pink
1633,557,95.1,Medium,blue
1631,724,97.6,Medium,blue
1626,661,94.5,Small,red
1533,794,105.7,Large,lawngreen
1553,572,90.4,Small,red
1752,785,94.6,Small,red
1618,676,97.6,Medium,blue
1634,530,88.7,Extra Small,yellow
1689,777,99.1,Medium,blue
1534,524,87.7,Extra Small,yellow
1629,601,90.0,Small,red
1628,559,89.3,Extra Small,yellow
1603,530,84.5,Extra Small,yellow
1547,578,88.0,Extra Small,yellow
1585,644,101.0,Medium,blue
1638,693,101.6,Medium,blue
1754,849,103.3,Large,lawngreen
1623,607,89.5,Extra Small,yellow
1614,623,91.9,Small,red
1676,601,87.0,Extra Small,yellow
1560,516,82.5,2X-Small,pink
1637,505,79.2,2X-Small,pink
1542,532,89.2,Extra Small,yellow
1536,566,90.4,Small,red
1613,732,94.5,Small,red
1595,576,90.8,Small,red
1659,807,100.5,Medium,blue
1564,622,89.5,Extra Small,yellow
1686,726,101.4,Medium,blue
1678,711,97.8,Medium,blue
1573,572,97.5,Medium,blue
1589,623,88.9,Extra Small,yellow
1621,602,88.4,Extra Small,yellow
1679,805,113.5,X-Large,green
1598,561,91.4,Small,red
1713,520,76.6,2X-Small,pink
1550,578,88.0,Extra Small,yellow
1583,580,83.4,2X-Small,pink
1540,612,83.4,2X-Small,pink
1541,585,93.6,Small,red
1622,875,105.2,Large,lawngreen
1793,773,101.5,Medium,blue
1713,755,102.6,Large,lawngreen
1603,678,104.3,Large,lawngreen
1711,888,106.2,Large,lawngreen
1641,665,92.1,Small,red
1494,580,96.3,Medium,blue
1672,665,102.9,Large,lawngreen
1616,649,88.4,Extra Small,yellow
1585,673,98.3,Medium,blue
1612,744,106.5,Large,lawngreen
1663,576,86.9,Extra Small,yellow
1656,735,100.4,Medium,blue
1598,636,94.0,Small,red
1545,432,77.0,2X-Small,pink
1634,747,107.2,Large,lawngreen
1704,669,97.1,Medium,blue
1664,826,110.0,Large,lawngreen
1522,578,87.3,Extra Small,yellow
1646,637,90.7,Small,red
1557,758,101.9,Medium,blue
1625,594,95.0,Medium,blue
1671,872,114.3,X-Large,green
1535,693,97.0,Medium,blue
1591,500,90.3,Small,red
1567,567,91.6,Small,red
1540,589,86.8,Extra Small,yellow
1573,640,98.7,Medium,blue
1637,683,94.2,Small,red
1604,566,90.8,Small,red
1740,632,88.1,Extra Small,yellow
1563,591,88.2,Extra Small,yellow
1773,760,90.7,Small,red
1672,664,96.6,Medium,blue
1564,658,93.1,Small,red
1600,710,96.8,Medium,blue
1586,551,83.0,2X-Small,pink
1566,593,88.3,Extra Small,yellow
1683,661,95.9,Medium,blue
1613,658,91.0,Small,red
1572,634,94.0,Small,red
1584,480,86.9,Extra Small,yellow
1706,660,90.0,Small,red
1620,601,88.7,Extra Small,yellow
1640,546,80.7,2X-Small,pink
1711,1166,126.6,XX-Large,slategray
1641,793,104.2,Large,lawngreen
1567,454,79.1,2X-Small,pink
1629,499,81.4,2X-Small,pink
1479,358,69.5,2X-Small,pink
1663,700,91.2,Small,red
1749,770,93.4,Small,red
1592,649,98.4,Medium,blue
1591,550,88.7,Extra Small,yellow
1710,875,108.1,Large,lawngreen
1684,768,101.2,Medium,blue
1625,763,101.8,Medium,blue
1666,650,93.5,Small,red
1576,555,89.6,Extra Small,yellow
1685,755,103.6,Large,lawngreen
1629,548,85.0,Extra Small,yellow
1637,705,92.6,Small,red
1597,548,88.8,Extra Small,yellow
1676,763,96.7,Medium,blue
1672,784,102.6,Large,lawngreen
1707,698,92.0,Small,red
1649,650,87.9,Extra Small,yellow
1615,794,97.2,Medium,blue
1629,897,115.7,X-Large,green
1615,525,85.0,Extra Small,yellow
1537,772,97.6,Medium,blue
1663,657,89.9,Extra Small,yellow
1582,537,88.8,Extra Small,yellow
1499,667,101.0,Medium,blue
1771,833,101.0,Medium,blue
1545,599,96.7,Medium,blue
1603,649,97.5,Medium,blue
1580,788,106.6,Large,lawngreen
1608,752,106.2,Large,lawngreen
1561,643,94.1,Small,red
1642,613,88.0,Extra Small,yellow
1600,847,102.7,Large,lawngreen
1591,687,95.3,Medium,blue
1697,697,99.7,Medium,blue
1691,602,87.0,Extra Small,yellow
1563,631,95.6,Medium,blue
1598,952,115.2,X-Large,green
1631,513,79.5,2X-Small,pink
1648,694,93.7,Small,red
1496,509,82.6,2X-Small,pink
1522,520,87.8,Extra Small,yellow
1769,889,104.7,Large,lawngreen
1761,785,90.0,Small,red
1618,678,97.6,Medium,blue
1612,644,91.2,Small,red
1653,657,94.0,Small,red
1598,661,95.5,Medium,blue
1770,925,113.0,X-Large,green
1566,611,100.1,Medium,blue
1668,611,96.1,Medium,blue
1614,797,97.3,Medium,blue
1673,682,102.1,Large,lawngreen
1588,489,84.0,Extra Small,yellow
1534,669,105.3,Large,lawngreen
1490,617,88.8,Extra Small,yellow
1611,706,95.5,Medium,blue
1599,611,90.9,Small,red
1645,662,100.1,Medium,blue
1571,532,91.0,Small,red
1657,616,93.3,Small,red
1641,737,97.4,Medium,blue
1710,657,94.7,Small,red
1674,671,98.6,Medium,blue
1561,831,118.0,X-Large,green
1664,866,110.0,Large,lawngreen
1743,1054,110.1,Large,lawngreen
1681,920,108.0,Large,lawngreen
1498,617,91.3,Small,red
1595,772,102.6,Large,lawngreen
1771,777,104.7,Large,lawngreen
1585,802,111.3,Large,lawngreen
1819,953,108.0,Large,lawngreen
1683,870,109.4,Large,lawngreen
1686,730,97.4,Medium,blue
1703,877,109.6,Large,lawngreen
1707,823,97.6,Medium,blue
1678,831,107.8,Large,lawngreen
1646,599,88.6,Extra Small,yellow
1676,725,96.2,Medium,blue
1703,630,87.2,Extra Small,yellow
1609,623,90.1,Small,red
1636,821,110.0,Large,lawngreen
1625,624,91.0,Small,red
1615,567,88.3,Extra Small,yellow
1603,675,106.0,Large,lawngreen
1641,623,84.6,Extra Small,yellow
1697,644,92.0,Small,red
1571,626,92.6,Small,red
1548,713,94.6,Small,red
1633,630,89.9,Extra Small,yellow
1667,820,103.2,Large,lawngreen
1584,762,104.3,Large,lawngreen
1642,697,92.9,Small,red
1736,910,109.8,Large,lawngreen
1671,801,96.5,Medium,blue
1595,683,91.2,Small,red
1716,769,96.4,Medium,blue
1574,601,87.9,Extra Small,yellow
1610,821,105.4,Large,lawngreen
1643,842,94.7,Small,red
1697,791,99.2,Medium,blue
1501,575,94.1,Small,red
1632,568,88.4,Extra Small,yellow
1654,720,101.5,Medium,blue
1571,521,78.7,2X-Small,pink
1596,689,103.1,Large,lawngreen
1589,652,88.1,Extra Small,yellow
1650,827,113.1,X-Large,green
1611,662,92.7,Small,red
1632,715,97.1,Medium,blue
1729,973,122.0,X-Large,green
1533,450,80.0,2X-Small,pink
1611,504,79.3,2X-Small,pink
1650,577,84.8,Extra Small,yellow
1473,562,93.2,Small,red
1700,728,94.1,Small,red
1692,722,94.0,Small,red
1611,560,82.6,2X-Small,pink
1734,824,99.0,Medium,blue
1692,825,104.7,Large,lawngreen
1647,995,107.1,Large,lawngreen
1599,988,122.2,X-Large,green
1614,815,110.2,Large,lawngreen
1549,723,95.0,Medium,blue
1634,736,95.7,Medium,blue
1760,698,95.1,Medium,blue
1683,766,102.6,Large,lawngreen
1618,651,90.0,Small,red
1565,518,80.0,2X-Small,pink
1592,549,86.8,Extra Small,yellow
1636,576,86.2,Extra Small,yellow
1538,583,91.4,Small,red
1648,670,88.3,Extra Small,yellow
1645,631,93.6,Small,red
1623,627,88.0,Extra Small,yellow
1611,676,94.1,Small,red
1602,534,87.2,Extra Small,yellow
1670,748,100.8,Medium,blue
1643,644,91.5,Small,red
1628,677,97.9,Medium,blue
1575,620,90.4,Small,red
1613,536,83.4,2X-Small,pink
1598,599,86.8,Extra Small,yellow
1610,644,89.8,Extra Small,yellow
1597,536,82.2,2X-Small,pink
1590,882,108.6,Large,lawngreen
1688,646,93.0,Small,red
1502,662,93.6,Small,red
1593,698,91.5,Small,red
1607,677,103.6,Large,lawngreen
1625,586,88.1,Extra Small,yellow
1525,526,88.6,Extra Small,yellow
1563,564,89.4,Extra Small,yellow
1734,765,92.3,Small,red
1734,871,99.6,Medium,blue
1728,682,92.0,Small,red
1661,629,89.3,Extra Small,yellow
1703,568,87.2,Extra Small,yellow
